UF,cod.UF,cod Municipio,Nome do municipio,População estimada,PIB per capita,PIB TOTAL (em R$ mi),Atividade econômica,Ranking PIB per capita,Ranking PIB Total
BA,29,2915502,Itajuípe,21754,11426,247291,"Administração, defesa, educação e saúde públicas e seguridade social",3665,2207
BA,29,2915601,Itamaraju,67249,12961,873033,Demais serviços,3398,855
BA,29,2915700,Itamari,8514,7669,65003,"Administração, defesa, educação e saúde públicas e seguridade social",4853,4497
BA,29,2915809,Itambé,23327,8935,222495,"Administração, defesa, educação e saúde públicas e seguridade social",4345,2369
BA,29,2915908,Itanagra,8034,8010,53908,"Administração, defesa, educação e saúde públicas e seguridade social",4701,4774
BA,29,2916005,Itanhém,20611,10850,222441,"Administração, defesa, educação e saúde públicas e seguridade social",3810,2370
BA,29,2916104,Itaparica,22615,9825,224654,Demais serviços,4083,2354
BA,29,2916203,Itapé,10228,8578,84318,"Administração, defesa, educação e saúde públicas e seguridade social",4487,4063
BA,29,2916302,Itapebi,10882,34847,377394,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",838,1621
BA,29,2916401,Itapetinga,76184,13956,1082015,Demais serviços,3213,711
BA,29,2916500,Itapicuru,35987,8731,316174,"Administração, defesa, educação e saúde públicas e seguridade social",4421,1851
BA,29,2916609,Itapitanga,10800,6820,73645,"Administração, defesa, educação e saúde públicas e seguridade social",5225,4301
BA,29,2916708,Itaquara,8519,7275,62510,"Administração, defesa, educação e saúde públicas e seguridade social",5047,4559
BA,29,2916807,Itarantim,20091,12393,251751,"Administração, defesa, educação e saúde públicas e seguridade social",3490,2181
BA,29,2916856,Itatim,14763,20927,313001,Comércio e reparação de veículos automotores e motocicletas,2161,1867
BA,29,2916906,Itiruçu,13307,6732,89223,"Administração, defesa, educação e saúde públicas e seguridade social",5258,3966
BA,29,2917003,Itiúba,38492,6920,259981,"Administração, defesa, educação e saúde públicas e seguridade social",5189,2129
BA,29,2917102,Itororó,21178,10465,222294,"Administração, defesa, educação e saúde públicas e seguridade social",3911,2373
BA,29,2917201,Ituaçu,19406,8245,161417,"Administração, defesa, educação e saúde públicas e seguridade social",4612,2930
BA,29,2917300,Ituberá,29108,9925,292059,"Administração, defesa, educação e saúde públicas e seguridade social",4051,1970
BA,29,2917334,Iuiú,11331,7814,89068,"Administração, defesa, educação e saúde públicas e seguridade social",4783,3972
BA,29,2917359,Jaborandi,9225,45886,415548,"Agricultura, inclusive apoio à agricultura e a pós colheita",426,1521
BA,29,2917409,Jacaraci,15409,6124,94669,"Administração, defesa, educação e saúde públicas e seguridade social",5442,3866
BA,29,2917508,Jacobina,84811,15180,1269590,Demais serviços,3014,635
BA,29,2917607,Jaguaquara,55449,9182,514487,"Administração, defesa, educação e saúde públicas e seguridade social",4257,1293
BA,29,2917706,Jaguarari,33186,16331,563417,Indústrias extrativas,2826,1207
BA,29,2917805,Jaguaripe,18647,8299,157985,"Administração, defesa, educação e saúde públicas e seguridade social",4592,2973
BA,29,2917904,Jandaíra,11063,13106,145740,"Administração, defesa, educação e saúde públicas e seguridade social",3369,3119
BA,29,2918001,Jequié,161528,15766,2557370,Demais serviços,2919,364
BA,29,2918100,Jeremoabo,41100,8037,334392,"Administração, defesa, educação e saúde públicas e seguridade social",4689,1762
BA,29,2918209,Jiquiriçá,15033,6923,104577,"Administração, defesa, educação e saúde públicas e seguridade social",5187,3688
BA,29,2918308,Jitaúna,13300,9887,125488,"Administração, defesa, educação e saúde públicas e seguridade social",4063,3382
BA,29,2918357,João Dourado,25141,8142,208808,"Administração, defesa, educação e saúde públicas e seguridade social",4642,2487
BA,29,2918407,Juazeiro,218324,16688,3700882,Demais serviços,2771,255
BA,29,2918456,Jucuruçu,10148,9576,95036,"Administração, defesa, educação e saúde públicas e seguridade social",4152,3860
BA,29,2918506,Jussara,15841,6123,98008,"Administração, defesa, educação e saúde públicas e seguridade social",5443,3802
BA,29,2918555,Jussari,6378,8402,52720,"Administração, defesa, educação e saúde públicas e seguridade social",4560,4810
BA,29,2918605,Jussiape,7229,7969,56308,"Administração, defesa, educação e saúde públicas e seguridade social",4718,4720
BA,29,2918704,Lafaiete Coutinho,4020,9532,37891,"Administração, defesa, educação e saúde públicas e seguridade social",4166,5253
BA,29,2918753,Lagoa Real,15801,5471,87697,"Administração, defesa, educação e saúde públicas e seguridade social",5530,4000
BA,29,2918803,Laje,23904,8891,216096,"Administração, defesa, educação e saúde públicas e seguridade social",4362,2425
BA,29,2918902,Lajedão,4022,13430,54631,"Pecuária, inclusive apoio à pecuária",3323,4751
BA,29,2919009,Lajedinho,3974,15107,60686,Comércio e reparação de veículos automotores e motocicletas,3028,4601
BA,29,2919058,Lajedo do Tabocal,8836,7346,65272,"Administração, defesa, educação e saúde públicas e seguridade social",5011,4491
BA,29,2919108,Lamarão,9442,5412,48745,"Administração, defesa, educação e saúde públicas e seguridade social",5535,4923
BA,29,2919157,Lapão,27521,6788,191709,"Administração, defesa, educação e saúde públicas e seguridade social",5238,2629
BA,29,2919207,Lauro de Freitas,191436,31810,6286763,Demais serviços,1030,157
BA,29,2919306,Lençóis,11445,9578,111447,Demais serviços,4150,3581
BA,29,2919405,Licínio de Almeida,12966,8036,104217,"Administração, defesa, educação e saúde públicas e seguridade social",4690,3695
BA,29,2919504,Livramento de Nossa Senhora,46035,8938,417739,Demais serviços,4344,1514
BA,29,2919553,Luís Eduardo Magalhães,79162,57502,4804729,Demais serviços,215,204
BA,29,2919603,Macajuba,11837,6108,72559,"Administração, defesa, educação e saúde públicas e seguridade social",5447,4323
BA,29,2919702,Macarani,18786,8082,154454,"Administração, defesa, educação e saúde públicas e seguridade social",4668,3015
BA,29,2919801,Macaúbas,50262,6446,328658,"Administração, defesa, educação e saúde públicas e seguridade social",5359,1787
BA,29,2919900,Macururé,8365,5099,42151,"Administração, defesa, educação e saúde públicas e seguridade social",5553,5136
BA,29,2919926,Madre de Deus,20348,21144,444180,Demais serviços,2122,1449
BA,29,2919959,Maetinga,5174,9941,44298,"Administração, defesa, educação e saúde públicas e seguridade social",4048,5070
BA,29,2920007,Maiquinique,10082,9075,93238,"Administração, defesa, educação e saúde públicas e seguridade social",4297,3885
BA,29,2920106,Mairi,20097,6856,135020,"Administração, defesa, educação e saúde públicas e seguridade social",5212,3266
BA,29,2920205,Malhada,17455,7542,132186,"Administração, defesa, educação e saúde públicas e seguridade social",4911,3296
BA,29,2920304,Malhada de Pedras,8896,6845,60619,"Administração, defesa, educação e saúde públicas e seguridade social",5216,4604
BA,29,2920403,Manoel Vitorino,14488,7701,109744,"Administração, defesa, educação e saúde públicas e seguridade social",4838,3607
BA,29,2920452,Mansidão,13761,5125,71545,"Administração, defesa, educação e saúde públicas e seguridade social",5551,4350
BA,29,2920502,Maracás,23751,19659,452514,Indústrias extrativas,2334,1432
BA,29,2920601,Maragogipe,46106,7211,333586,"Administração, defesa, educação e saúde públicas e seguridade social",5069,1765
BA,29,2920700,Maraú,21175,10003,213193,Demais serviços,4031,2449
BA,29,2920809,Marcionílio Souza,10951,7061,77188,"Administração, defesa, educação e saúde públicas e seguridade social",5130,4227
BA,29,2920908,Mascote,14877,10172,149809,"Administração, defesa, educação e saúde públicas e seguridade social",3989,3073
BA,29,2921005,Mata de São João,45813,22407,1053089,Demais serviços,1955,728
BA,29,2921054,Matina,12314,5778,72152,"Administração, defesa, educação e saúde públicas e seguridade social",5500,4333
BA,29,2921104,Medeiros Neto,23478,13878,327334,Demais serviços,3232,1792
BA,29,2921203,Miguel Calmon,27536,7853,216112,"Administração, defesa, educação e saúde públicas e seguridade social",4770,2424
BA,29,2921302,Milagres,11659,7732,89575,"Administração, defesa, educação e saúde públicas e seguridade social",4822,3960
BA,29,2921401,Mirangaba,18039,5743,107561,"Administração, defesa, educação e saúde públicas e seguridade social",5508,3646
BA,29,2921450,Mirante,9902,5933,56826,"Administração, defesa, educação e saúde públicas e seguridade social",5477,4706
BA,29,2921500,Monte Santo,54733,6277,326103,"Administração, defesa, educação e saúde públicas e seguridade social",5411,1798
BA,29,2921609,Morpará,8967,6923,61962,"Administração, defesa, educação e saúde públicas e seguridade social",5186,4573
BA,29,2921708,Morro do Chapéu,36717,10435,384595,"Administração, defesa, educação e saúde públicas e seguridade social",3921,1601
BA,29,2921807,Mortugaba,12477,6835,85632,"Administração, defesa, educação e saúde públicas e seguridade social",5219,4041
BA,29,2921906,Mucugê,10244,39144,389755,"Agricultura, inclusive apoio à agricultura e a pós colheita",626,1587
BA,29,2922003,Mucuri,41068,46974,1976299,Indústrias de transformação,386,437
BA,29,2922052,Mulungu do Morro,12200,7661,91837,"Administração, defesa, educação e saúde públicas e seguridade social",4864,3920
BA,29,2922102,Mundo Novo,27165,5765,157747,"Administração, defesa, educação e saúde públicas e seguridade social",5501,2976
BA,29,2922201,Muniz Ferreira,7893,6221,47768,"Administração, defesa, educação e saúde públicas e seguridade social",5422,4965
BA,29,2922250,Muquém de São Francisco,11495,11192,130325,"Administração, defesa, educação e saúde públicas e seguridade social",3714,3328
BA,29,2922300,Muritiba,30743,8445,258686,"Administração, defesa, educação e saúde públicas e seguridade social",4544,2141
BA,29,2922409,Mutuípe,22833,8743,201065,"Administração, defesa, educação e saúde públicas e seguridade social",4417,2548
BA,29,2922508,Nazaré,29406,8788,259637,Demais serviços,4392,2133
BA,29,2922607,Nilo Peçanha,14188,8516,122363,"Administração, defesa, educação e saúde públicas e seguridade social",4513,3434
BA,29,2922656,Nordestina,13321,11848,161097,Indústrias extrativas,3581,2936
BA,29,2922706,Nova Canaã,17082,7121,122054,"Administração, defesa, educação e saúde públicas e seguridade social",5106,3441
BA,29,2922730,Nova Fátima,8125,8973,72853,"Administração, defesa, educação e saúde públicas e seguridade social",4329,4314
BA,29,2922755,Nova Ibiá,7036,8938,62440,"Administração, defesa, educação e saúde públicas e seguridade social",4343,4561
BA,29,2922805,Nova Itarana,8312,5780,48712,"Administração, defesa, educação e saúde públicas e seguridade social",5499,4926
BA,29,2922854,Nova Redenção,9470,5605,53250,"Administração, defesa, educação e saúde públicas e seguridade social",5519,4799
BA,29,2922904,Nova Soure,25854,8000,203682,"Administração, defesa, educação e saúde públicas e seguridade social",4709,2524
BA,29,2923001,Nova Viçosa,43216,10903,480306,Demais serviços,3794,1367
BA,29,2923035,Novo Horizonte,12238,6052,75730,"Administração, defesa, educação e saúde públicas e seguridade social",5458,4260
BA,29,2923050,Novo Triunfo,15993,3285,52682,"Administração, defesa, educação e saúde públicas e seguridade social",5570,4811
BA,29,2923100,Olindina,26817,6701,195856,"Administração, defesa, educação e saúde públicas e seguridade social",5272,2589
BA,29,2923209,Oliveira dos Brejinhos,22774,7338,167335,"Administração, defesa, educação e saúde públicas e seguridade social",5016,2870
BA,29,2923308,Ouriçangas,8839,5763,51384,"Administração, defesa, educação e saúde públicas e seguridade social",5503,4847
BA,29,2923357,Ourolândia,17775,8083,145697,"Administração, defesa, educação e saúde públicas e seguridade social",4667,3120
BA,29,2923407,Palmas de Monte Alto,22416,7156,161389,"Administração, defesa, educação e saúde públicas e seguridade social",5089,2931
BA,29,2923506,Palmeiras,9130,8083,74770,"Administração, defesa, educação e saúde públicas e seguridade social",4666,4277
BA,29,2923605,Paramirim,22077,9027,201171,"Administração, defesa, educação e saúde públicas e seguridade social",4313,2544
BA,29,2923704,Paratinga,32636,6405,211151,"Administração, defesa, educação e saúde públicas e seguridade social",5374,2467
BA,29,2923803,Paripiranga,29878,10988,330467,Demais serviços,3766,1781
BA,29,2923902,Pau Brasil,10905,9119,97331,"Administração, defesa, educação e saúde públicas e seguridade social",4278,3817
BA,29,2924009,Paulo Afonso,119214,23924,2887776,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",1753,319
BA,29,2924058,Pé de Serra,14471,6678,95007,"Administração, defesa, educação e saúde públicas e seguridade social",5281,3861
BA,29,2924108,Pedrão,7568,5320,40043,"Administração, defesa, educação e saúde públicas e seguridade social",5540,5192
BA,29,2924207,Pedro Alexandre,18135,5512,100370,"Administração, defesa, educação e saúde públicas e seguridade social",5527,3766
BA,29,2924306,Piatã,18473,6366,116293,"Administração, defesa, educação e saúde públicas e seguridade social",5390,3519
BA,29,2924405,Pilão Arcado,35428,6182,220953,"Administração, defesa, educação e saúde públicas e seguridade social",5429,2380
BA,29,2924504,Pindaí,16805,10961,185121,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",3775,2695
BA,29,2924603,Pindobaçu,21062,6228,131863,"Administração, defesa, educação e saúde públicas e seguridade social",5420,3300
BA,29,2924652,Pintadas,10742,7130,78511,"Administração, defesa, educação e saúde públicas e seguridade social",5100,4195
BA,29,2924678,Piraí do Norte,10360,7353,76553,"Administração, defesa, educação e saúde públicas e seguridade social",5010,4244
BA,29,2924702,Piripá,12238,5823,69001,"Administração, defesa, educação e saúde públicas e seguridade social",5495,4400
BA,29,2924801,Piritiba,25027,5837,147169,"Administração, defesa, educação e saúde públicas e seguridade social",5489,3102
BA,29,2924900,Planaltino,9473,6389,61223,"Administração, defesa, educação e saúde públicas e seguridade social",5381,4590
BA,29,2925006,Planalto,26632,8365,225142,"Administração, defesa, educação e saúde públicas e seguridade social",4574,2350
BA,29,2925105,Poções,48729,9103,444791,Demais serviços,4284,1447
BA,29,2925204,Pojuca,37543,21834,867205,Demais serviços,2031,864
BA,29,2925253,Ponto Novo,16168,7098,112355,"Administração, defesa, educação e saúde públicas e seguridade social",5115,3568
BA,29,2925303,Porto Seguro,145431,18889,2820578,Demais serviços,2450,326
BA,29,2925402,Potiraguá,8969,9736,82153,"Administração, defesa, educação e saúde públicas e seguridade social",4104,4106
BA,29,2925501,Prado,29218,14854,435603,Demais serviços,3064,1466
BA,29,2925600,Presidente Dutra,14712,6429,101161,"Administração, defesa, educação e saúde públicas e seguridade social",5363,3755
BA,29,2925709,Presidente Jânio Quadros,13178,5902,78696,"Administração, defesa, educação e saúde públicas e seguridade social",5481,4187
BA,29,2925758,Presidente Tancredo Neves,27505,8408,236106,"Administração, defesa, educação e saúde públicas e seguridade social",4558,2274
BA,29,2925808,Queimadas,26083,7761,206058,"Administração, defesa, educação e saúde públicas e seguridade social",4813,2505
BA,29,2925907,Quijingue,28655,6497,186025,"Administração, defesa, educação e saúde públicas e seguridade social",5347,2682
BA,29,2925931,Quixabeira,10033,6414,60367,"Administração, defesa, educação e saúde públicas e seguridade social",5370,4615
BA,29,2925956,Rafael Jambeiro,24349,10378,244515,"Administração, defesa, educação e saúde públicas e seguridade social",3939,2221
BA,29,2926004,Remanso,42275,7762,331213,"Administração, defesa, educação e saúde públicas e seguridade social",4811,1775
BA,29,2926103,Retirolândia,13319,8405,123812,"Administração, defesa, educação e saúde públicas e seguridade social",4559,3404
BA,29,2926202,Riachão das Neves,23264,28482,663995,"Agricultura, inclusive apoio à agricultura e a pós colheita",1273,1064
BA,29,2926301,Riachão do Jacuípe,35403,8778,305328,Demais serviços,4398,1901
BA,29,2926400,Riacho de Santana,36039,6771,246714,"Administração, defesa, educação e saúde públicas e seguridade social",5242,2210
BA,29,2926509,Ribeira do Amparo,15269,8846,136604,"Administração, defesa, educação e saúde públicas e seguridade social",4376,3245
BA,29,2926608,Ribeira do Pombal,51418,9781,537633,Demais serviços,4090,1243
BA,29,2926657,Ribeirão do Largo,8260,10519,78232,"Administração, defesa, educação e saúde públicas e seguridade social",3894,4199
BA,29,2926707,Rio de Contas,13616,8606,118005,"Administração, defesa, educação e saúde públicas e seguridade social",4474,3497
BA,29,2926806,Rio do Antônio,15628,6297,99522,"Administração, defesa, educação e saúde públicas e seguridade social",5409,3778
BA,29,2926905,Rio do Pires,12084,6675,80972,"Administração, defesa, educação e saúde públicas e seguridade social",5282,4143
BA,29,2927002,Rio Real,40809,20202,843779,"Agricultura, inclusive apoio à agricultura e a pós colheita",2256,883
BA,29,2927101,Rodelas,8887,9099,85580,"Administração, defesa, educação e saúde públicas e seguridade social",4287,4042
BA,29,2927200,Ruy Barbosa,31867,9475,303300,"Administração, defesa, educação e saúde públicas e seguridade social",4180,1912
BA,29,2927309,Salinas da Margarida,15385,9921,156468,"Produção florestal, pesca e aquicultura",4053,2989
BA,29,2927408,Salvador,2921087,21231,62717483,Demais serviços,2106,9
BA,29,2927507,Santa Bárbara,20754,7770,166403,"Administração, defesa, educação e saúde públicas e seguridade social",4806,2885
BA,29,2927606,Santa Brígida,15100,6683,100084,"Administração, defesa, educação e saúde públicas e seguridade social",5278,3768
BA,29,2927705,Santa Cruz Cabrália,28226,13818,394545,Demais serviços,3240,1577
BA,29,2927804,Santa Cruz da Vitória,6750,8021,53725,"Administração, defesa, educação e saúde públicas e seguridade social",4696,4782
BA,29,2927903,Santa Inês,11177,6223,69454,"Administração, defesa, educação e saúde públicas e seguridade social",5421,4386
BA,29,2928059,Santa Luzia,13626,6552,87787,"Administração, defesa, educação e saúde públicas e seguridade social",5332,3998
BA,29,2928109,Santa Maria da Vitória,41795,10361,432753,"Administração, defesa, educação e saúde públicas e seguridade social",3943,1472
BA,29,2928406,Santa Rita de Cássia,28822,7432,216621,"Administração, defesa, educação e saúde públicas e seguridade social",4974,2419
BA,29,2928505,Santa Teresinha,10586,6526,69711,"Administração, defesa, educação e saúde públicas e seguridade social",5342,4378
BA,29,2928000,Santaluz,36915,9002,345892,"Administração, defesa, educação e saúde públicas e seguridade social",4319,1719
BA,29,2928208,Santana,27260,8485,233276,"Administração, defesa, educação e saúde públicas e seguridade social",4533,2292
BA,29,2928307,Santanópolis,9442,5446,50442,"Administração, defesa, educação e saúde públicas e seguridade social",5534,4869
BA,29,2928604,Santo Amaro,61702,12647,783606,Demais serviços,3448,936
BA,29,2928703,Santo Antônio de Jesus,101548,20269,2094611,Demais serviços,2245,417
BA,29,2928802,Santo Estêvão,53193,13479,726481,Demais serviços,3312,988
BA,29,2928901,São Desidério,32640,69979,2355568,"Agricultura, inclusive apoio à agricultura e a pós colheita",127,384
BA,29,2928950,São Domingos,9877,7370,69305,"Administração, defesa, educação e saúde públicas e seguridade social",5003,4390
BA,29,2929107,São Felipe,21582,8204,180196,"Administração, defesa, educação e saúde públicas e seguridade social",4624,2754
BA,29,2929008,São Félix,15091,8767,134216,"Administração, defesa, educação e saúde públicas e seguridade social",4401,3276
BA,29,2929057,São Félix do Coribe,15647,10658,168657,"Administração, defesa, educação e saúde públicas e seguridade social",3859,2859
BA,29,2929206,São Francisco do Conde,39329,253896,10211680,Indústrias de transformação,7,95
BA,29,2929255,São Gabriel,19542,5590,109646,"Administração, defesa, educação e saúde públicas e seguridade social",5521,3609
BA,29,2929305,São Gonçalo dos Campos,37554,22185,843419,Comércio e reparação de veículos automotores e motocicletas,1989,884
BA,29,2929354,São José da Vitória,6118,8119,49080,"Administração, defesa, educação e saúde públicas e seguridade social",4652,4915
BA,29,2929370,São José do Jacuípe,11061,7434,80166,"Administração, defesa, educação e saúde públicas e seguridade social",4972,4158
BA,29,2929404,São Miguel das Matas,12009,8973,108501,"Administração, defesa, educação e saúde públicas e seguridade social",4330,3629
BA,29,2929503,São Sebastião do Passé,45482,11965,548334,"Administração, defesa, educação e saúde públicas e seguridade social",3557,1229
BA,29,2929602,Sapeaçu,17664,8744,158380,"Administração, defesa, educação e saúde públicas e seguridade social",4415,2970
BA,29,2929701,Sátiro Dias,20320,7217,147430,"Administração, defesa, educação e saúde públicas e seguridade social",5066,3101
BA,29,2929750,Saubara,12238,10249,126888,"Administração, defesa, educação e saúde públicas e seguridade social",3973,3364
BA,29,2929800,Saúde,12739,5952,79663,"Administração, defesa, educação e saúde públicas e seguridade social",5476,4172
BA,29,2929909,Seabra,45202,10332,470809,Demais serviços,3950,1392
BA,29,2930006,Sebastião Laranjeiras,11528,6454,75487,"Administração, defesa, educação e saúde públicas e seguridade social",5353,4270
BA,29,2930105,Senhor do Bonfim,81330,10017,813589,Demais serviços,4023,913
BA,29,2930204,Sento Sé,41464,11172,467992,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",3719,1397
BA,29,2930154,Serra do Ramalho,33011,9088,299824,"Administração, defesa, educação e saúde públicas e seguridade social",4296,1931
BA,29,2930303,Serra Dourada,18389,7664,140396,"Administração, defesa, educação e saúde públicas e seguridade social",4861,3189
BA,29,2930402,Serra Preta,15351,6664,106862,"Administração, defesa, educação e saúde públicas e seguridade social",5286,3658
BA,29,2930501,Serrinha,83275,10244,851147,Demais serviços,3976,876
BA,29,2930600,Serrolândia,13373,6436,89024,"Administração, defesa, educação e saúde públicas e seguridade social",5360,3973
BA,29,2930709,Simões Filho,133202,39118,5322068,Demais serviços,628,186
BA,29,2930758,Sítio do Mato,13320,6704,90086,"Administração, defesa, educação e saúde públicas e seguridade social",5270,3952
BA,29,2930766,Sítio do Quinto,11767,6966,78603,"Administração, defesa, educação e saúde públicas e seguridade social",5170,4192
BA,29,2930774,Sobradinho,23583,20710,491099,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",2192,1343
BA,29,2930808,Souto Soares,17332,5897,103217,"Administração, defesa, educação e saúde públicas e seguridade social",5482,3706
BA,29,2930907,Tabocas do Brejo Velho,13025,10386,135610,"Administração, defesa, educação e saúde públicas e seguridade social",3935,3258
BA,29,2931004,Tanhaçu,21282,8714,185735,"Administração, defesa, educação e saúde públicas e seguridade social",4429,2686
BA,29,2931053,Tanque Novo,17702,8660,154867,"Administração, defesa, educação e saúde públicas e seguridade social",4455,3011
BA,29,2931103,Tanquinho,8553,6367,52412,"Administração, defesa, educação e saúde públicas e seguridade social",5389,4816
BA,29,2931202,Taperoá,21091,7423,159305,"Administração, defesa, educação e saúde públicas e seguridade social",4980,2959
BA,29,2931301,Tapiramutá,17398,6071,108343,"Administração, defesa, educação e saúde públicas e seguridade social",5455,3631
BA,29,2931350,Teixeira de Freitas,157804,14298,2311886,Demais serviços,3157,389
BA,29,2931400,Teodoro Sampaio,8013,15785,125271,Demais serviços,2913,3386
BA,29,2931509,Teofilândia,23011,6420,150087,"Administração, defesa, educação e saúde públicas e seguridade social",5368,3069
BA,29,2931608,Teolândia,15178,9669,148489,"Administração, defesa, educação e saúde públicas e seguridade social",4123,3088
BA,29,2931707,Terra Nova,13547,9008,121935,"Administração, defesa, educação e saúde públicas e seguridade social",4318,3442
BA,29,2931806,Tremedal,18187,6325,111956,"Administração, defesa, educação e saúde públicas e seguridade social",5401,3573
BA,29,2931905,Tucano,55777,8449,443926,"Administração, defesa, educação e saúde públicas e seguridade social",4542,1451
BA,29,2932002,Uauá,25087,6983,179976,"Administração, defesa, educação e saúde públicas e seguridade social",5163,2756
BA,29,2932101,Ubaíra,20782,8328,173232,"Administração, defesa, educação e saúde públicas e seguridade social",4585,2818
BA,29,2932200,Ubaitaba,20813,9826,201319,"Administração, defesa, educação e saúde públicas e seguridade social",4082,2543
BA,29,2932309,Ubatã,27051,6588,181354,"Administração, defesa, educação e saúde públicas e seguridade social",5322,2740
BA,29,2932408,Uibaí,14483,6207,89846,"Administração, defesa, educação e saúde públicas e seguridade social",5424,3953
BA,29,2932457,Umburanas,19055,6044,117991,"Administração, defesa, educação e saúde públicas e seguridade social",5461,3498
BA,29,2932507,Una,22105,11911,254083,Demais serviços,3567,2170
BA,29,2932606,Urandi,17301,9613,166839,"Administração, defesa, educação e saúde públicas e seguridade social",4139,2877
BA,29,2932705,Uruçuca,21849,9762,211940,"Administração, defesa, educação e saúde públicas e seguridade social",4092,2461
BA,29,2932804,Utinga,19593,7894,156148,"Administração, defesa, educação e saúde públicas e seguridade social",4752,2993
BA,29,2932903,Valença,97305,14535,1435290,Demais serviços,3124,583
BA,29,2933000,Valente,27906,7780,223615,"Administração, defesa, educação e saúde públicas e seguridade social",4803,2361
BA,29,2933059,Várzea da Roça,14729,6120,89737,"Administração, defesa, educação e saúde públicas e seguridade social",5445,3957
BA,29,2933109,Várzea do Poço,9416,8001,75605,"Administração, defesa, educação e saúde públicas e seguridade social",4707,4266
BA,29,2933158,Várzea Nova,13470,8876,119422,"Administração, defesa, educação e saúde públicas e seguridade social",4368,3475
BA,29,2933174,Varzedo,9363,11169,104708,"Administração, defesa, educação e saúde públicas e seguridade social",3720,3684
BA,29,2933208,Vera Cruz,42650,11752,512864,Demais serviços,3603,1296
BA,29,2933257,Vereda,6696,10829,71688,"Administração, defesa, educação e saúde públicas e seguridade social",3815,4346
BA,29,2933307,Vitória da Conquista,343230,18590,6482663,Demais serviços,2495,154
BA,29,2933406,Wagner,9731,7066,68919,"Administração, defesa, educação e saúde públicas e seguridade social",5129,4404
BA,29,2933455,Wanderley,13008,9452,122263,"Administração, defesa, educação e saúde públicas e seguridade social",4186,3438
BA,29,2933505,Wenceslau Guimarães,22530,10776,241012,"Agricultura, inclusive apoio à agricultura e a pós colheita",3830,2246
BA,29,2933604,Xique-Xique,48316,7636,369322,"Administração, defesa, educação e saúde públicas e seguridade social",4875,1647
MG,31,3100104,Abadia dos Dourados,7015,21953,154969,Demais serviços,2017,3007
MG,31,3100203,Abaeté,23535,18044,426042,Demais serviços,2565,1492
MG,31,3100302,Abre Campo,13719,13454,184764,Demais serviços,3319,2700
MG,31,3100401,Acaiaca,4056,9536,38763,"Administração, defesa, educação e saúde públicas e seguridade social",4164,5230
MG,31,3100500,Açucena,10140,9703,96998,"Administração, defesa, educação e saúde públicas e seguridade social",4113,3826
MG,31,3100609,Água Boa,14686,8930,128317,"Administração, defesa, educação e saúde públicas e seguridade social",4347,3351
MG,31,3100708,Água Comprida,2064,64364,132462,"Agricultura, inclusive apoio à agricultura e a pós colheita",158,3293
MG,31,3100807,Aguanil,4370,13473,59822,"Administração, defesa, educação e saúde públicas e seguridade social",3313,4625
MG,31,3100906,Águas Formosas,19307,11696,227089,Demais serviços,3615,2333
MG,31,3101003,Águas Vermelhas,13447,16271,220892,"Administração, defesa, educação e saúde públicas e seguridade social",2838,2381
MG,31,3101102,Aimorés,25694,16878,433945,Demais serviços,2734,1468
MG,31,3101201,Aiuruoca,6240,14455,89751,Demais serviços,3135,3956
MG,31,3101300,Alagoa,2760,12890,35473,"Administração, defesa, educação e saúde públicas e seguridade social",3410,5312
MG,31,3101409,Albertina,3033,27797,84669,Comércio e reparação de veículos automotores e motocicletas,1329,4053
MG,31,3101508,Além Paraíba,35720,25712,922183,Demais serviços,1539,813
MG,31,3101607,Alfenas,78712,33423,2664046,Demais serviços,927,343
MG,31,3101631,Alfredo Vasconcelos,6639,12423,84166,"Administração, defesa, educação e saúde públicas e seguridade social",3481,4066
MG,31,3101706,Almenara,41296,11873,496223,Demais serviços,3574,1330
MG,31,3101805,Alpercata,7478,10483,78783,"Administração, defesa, educação e saúde públicas e seguridade social",3905,4183
MG,31,3101904,Alpinópolis,19630,17764,352545,Demais serviços,2598,1700
MG,31,3102001,Alterosa,14434,15039,218828,Demais serviços,3032,2399
MG,31,3102050,Alto Caparaó,5702,12406,71842,"Administração, defesa, educação e saúde públicas e seguridade social",3485,4342
MG,31,3153509,Alto Jequitibá,8528,14106,120209,"Administração, defesa, educação e saúde públicas e seguridade social",3189,3464
MG,31,3102100,Alto Rio Doce,11896,13862,162094,"Produção florestal, pesca e aquicultura",3235,2924
MG,31,3102209,Alvarenga,4292,9280,38965,"Administração, defesa, educação e saúde públicas e seguridade social",4233,5223
MG,31,3102308,Alvinópolis,15619,18014,280998,Demais serviços,2571,2011
MG,31,3102407,Alvorada de Minas,3666,11580,42534,"Administração, defesa, educação e saúde públicas e seguridade social",3640,5119
MG,31,3102506,Amparo do Serra,4971,9350,46041,"Administração, defesa, educação e saúde públicas e seguridade social",4212,5021
MG,31,3102605,Andradas,40092,21439,872682,Demais serviços,2074,856
MG,31,3102803,Andrelândia,12507,17495,218809,Demais serviços,2639,2400
